date, state, direction, 5d%, MA20, RSI, VIX, ATR, BBW, Score, Dist
2005-01-03, Volatile Chop, 5, +nan, +nan, nan, 14.08, nan, nan, [0, -2, -1], 2.24
2005-01-04, Volatile Chop, 5, +nan, +nan, nan, 13.98, nan, nan, [0, -2, -1], 2.24
2005-01-05, Volatile Chop, 5, +nan, +nan, nan, 14.09, nan, nan, [0, -2, -1], 2.24
2005-01-06, Volatile Chop, 5, +nan, +nan, nan, 13.58, nan, nan, [0, -2, -1], 2.24
2005-01-07, Volatile Chop, 5, +nan, +nan, nan, 13.49, nan, nan, [0, -2, -1], 2.24
2005-01-10, Orderly Decline, 3, -0.98, +nan, nan, 13.23, -0.0027, nan, [-1, -2, 1], 1.41
2005-01-11, Orderly Decline, 3, -0.43, +nan, nan, 13.19, 0.0006, nan, [0, -2, 1], 2.24
2005-01-12, Orderly Decline, 3, +0.33, +nan, nan, 12.56, 0.0001, nan, [0, -2, 1], 2.24
2005-01-13, Orderly Decline, 3, -0.88, +nan, nan, 12.84, -0.0003, nan, [-1, -2, 1], 1.41
2005-01-14, Orderly Decline, 3, -0.14, +nan, nan, 12.43, -0.0017, nan, [0, -2, 1], 2.24
2005-01-18, Orderly Decline, 3, +0.48, +nan, nan, 12.47, -0.0014, nan, [0, -2, 1], 2.24
2005-01-19, Orderly Decline, 3, +0.14, +nan, nan, 13.18, 0.0019, nan, [0, -2, 1], 2.24
2005-01-20, Orderly Decline, 3, -1.03, +nan, nan, 13.83, 0.0011, nan, [-1, -2, 1], 1.41
2005-01-21, Orderly Decline, 3, -0.81, +nan, 32.4, 14.36, -0.0003, nan, [-1, -2, 1], 1.41
2005-01-24, Orderly Decline, 3, -1.75, +nan, 31.1, 14.65, -0.0046, nan, [-1, -2, 1], 1.41
2005-01-25, Orderly Decline, 3, -2.31, +nan, 39.3, 14.06, -0.0070, nan, [-2, -2, 1], 1.00
2005-01-26, Trend Pullback, 2, -0.89, +nan, 44.8, 13.44, -0.0038, nan, [-1, 0, 1], 1.41
2005-01-27, Trend Pullback, 2, -0.07, +nan, 42.6, 13.24, -0.0002, nan, [0, 0, 1], 1.73
2005-01-28, Trend Pullback, 2, +0.30, +nan, 41.9, 13.24, 0.0020, nan, [0, 0, 1], 1.73
2005-01-31, Steady Climb, 1, +1.51, +nan, 45.4, 12.82, 0.0018, 0.03, [1, 0, 3], 1.73
2005-02-01, Trend Pullback, 2, +1.80, -1.18, 53.3, 12.03, 0.0019, 0.03, [-1, 1, 3], 3.00
2005-02-02, Trend Pullback, 2, +1.63, -0.74, 52.8, 11.66, 0.0031, 0.03, [-1, 1, 3], 3.00
2005-02-03, Steady Climb, 1, +1.31, -0.44, 56.9, 11.79, 0.0047, 0.03, [0, 1, 3], 2.24
2005-02-04, Steady Climb, 1, +2.70, -0.27, 59.6, 11.21, 0.0041, 0.03, [1, 1, 3], 1.41
2005-02-07, Steady Climb, 1, +1.73, +0.14, 53.3, 11.73, 0.0037, 0.04, [1, 1, 3], 1.41
2005-02-08, Steady Climb, 1, +1.08, +0.48, 61.8, 11.60, 0.0029, 0.04, [2, 1, 3], 1.00
2005-02-09, Steady Climb, 1, -0.10, +0.88, 60.9, 12.00, 0.0025, 0.04, [2, 1, 3], 1.00
2005-02-10, Steady Climb, 1, +0.60, +0.99, 69.8, 11.51, 0.0003, 0.04, [3, 2, 3], 1.73
2005-02-11, Steady Climb, 1, +0.19, +1.24, 76.7, 11.43, -0.0018, 0.04, [2, 2, 3], 1.41
2005-02-14, Steady Climb, 1, +0.37, +1.43, 75.5, 11.52, 0.0002, 0.05, [2, 2, 3], 1.41
2005-02-15, Steady Climb, 1, +0.65, +1.70, 74.9, 11.27, 0.0017, 0.05, [3, 2, 3], 1.73
2005-02-16, Steady Climb, 1, +1.54, +2.17, 74.9, 11.10, 0.0038, 0.05, [3, 2, 3], 1.73
2005-02-17, Steady Climb, 1, +0.31, +2.45, 68.7, 11.77, 0.0026, 0.05, [2, 2, 3], 1.41
2005-02-18, Steady Climb, 1, -0.31, +2.41, 64.7, 11.18, -0.0004, 0.05, [2, 1, 3], 1.00
2005-02-22, Steady Climb, 1, -1.82, +2.22, 46.7, 13.14, -0.0016, 0.04, [1, 0, 3], 1.73
2005-02-23, Steady Climb, 1, -1.60, +1.67, 48.5, 12.39, -0.0051, 0.04, [1, 0, 3], 1.73
2005-02-24, Steady Climb, 1, -0.84, +1.26, 55.9, 11.57, -0.0046, 0.04, [1, 1, 3], 1.41
2005-02-25, Steady Climb, 1, +0.88, +1.03, 54.9, 11.49, -0.0010, 0.04, [3, 1, 3], 1.41
2005-02-28, Steady Climb, 1, +0.17, +0.94, 51.0, 12.08, 0.0030, 0.03, [2, 1, 3], 1.00
2005-03-01, Steady Climb, 1, +2.22, +0.62, 54.1, 12.04, 0.0049, 0.03, [4, 1, 3], 2.24
2005-03-02, Steady Climb, 1, +1.62, +0.51, 60.2, 12.50, 0.0035, 0.03, [3, 1, 3], 1.41
2005-03-03, Steady Climb, 1, +0.86, +0.49, 58.0, 12.93, 0.0016, 0.03, [2, 1, 3], 1.00
2005-03-04, Steady Climb, 1, +0.89, +0.49, 59.7, 11.94, 0.0004, 0.03, [2, 1, 3], 1.00
2005-03-07, Steady Climb, 1, +1.80, +0.59, 60.7, 12.26, 0.0030, 0.03, [3, 1, 3], 1.41
2005-03-08, Steady Climb, 1, +0.75, +0.88, 55.1, 12.40, 0.0034, 0.03, [3, 1, 3], 1.41
2005-03-09, Steady Climb, 1, -0.25, +1.05, 48.4, 12.70, 0.0028, 0.03, [2, 0, 3], 1.41
2005-03-10, Steady Climb, 1, -0.10, +1.01, 54.4, 12.49, -0.0008, 0.03, [2, 1, 3], 1.00
2005-03-11, Steady Climb, 1, -1.80, +0.84, 49.3, 12.80, -0.0037, 0.03, [1, 0, 3], 1.73
2005-03-14, Steady Climb, 1, -1.51, +0.59, 62.1, 12.39, -0.0050, 0.03, [1, 1, 3], 1.41
2005-03-15, Steady Climb, 1, -1.78, +0.56, 53.6, 13.15, -0.0027, 0.03, [1, 1, 3], 1.41
2005-03-16, Steady Climb, 1, -1.57, +0.42, 43.7, 13.49, -0.0018, 0.04, [0, 0, 3], 2.45
2005-03-17, Orderly Decline, 3, -1.57, +0.21, 37.9, 13.29, -0.0038, 0.04, [0, -2, 3], 3.00
2005-03-18, Orderly Decline, 3, -0.87, +0.07, 41.3, 13.14, -0.0032, 0.04, [-1, 0, 3], 2.45
2005-03-21, Orderly Decline, 3, -1.91, -0.20, 33.2, 13.61, -0.0035, 0.04, [-2, -2, 3], 2.24
2005-03-22, Orderly Decline, 3, -2.17, -0.53, 28.9, 14.27, -0.0022, 0.05, [-4, -2, 3], 3.00
2005-03-23, Orderly Decline, 3, -1.31, -1.27, 29.3, 14.06, -0.0033, 0.05, [-3, -2, 3], 2.45
2005-03-24, Orderly Decline, 3, -1.58, -1.88, 18.7, 13.42, -0.0046, 0.05, [-3, -2, 3], 2.45
2005-03-28, Orderly Decline, 3, -1.29, -2.33, 18.4, 13.75, -0.0041, 0.06, [-3, -2, 3], 2.45
2005-03-29, Orderly Decline, 3, -1.56, -2.52, 17.7, 14.49, -0.0017, 0.06, [-3, -2, 3], 2.45
2005-03-30, Orderly Decline, 3, +0.83, -2.91, 35.3, 13.64, -0.0009, 0.06, [-1, -2, 3], 2.45
2005-03-31, Orderly Decline, 3, +0.69, -2.90, 33.3, 14.02, 0.0010, 0.06, [-1, -2, 3], 2.45
2005-04-01, Orderly Decline, 3, +0.13, -2.86, 33.9, 14.09, 0.0022, 0.06, [-2, -2, 3], 2.24
2005-04-04, Orderly Decline, 3, +0.16, -2.88, 31.0, 14.11, 0.0011, 0.06, [-2, -2, 3], 2.24
2005-04-05, Orderly Decline, 3, +1.38, -2.62, 39.4, 13.68, 0.0011, 0.05, [-1, -2, 3], 2.45
2005-04-06, Orderly Decline, 3, +0.23, -2.16, 47.1, 13.15, -0.0004, 0.04, [-2, 0, 3], 2.24
2005-04-07, Trend Pullback, 2, +0.89, -1.69, 50.6, 12.33, 0.0013, 0.04, [-1, 1, 3], 3.00
2005-04-08, Orderly Decline, 3, +0.71, -1.26, 45.0, 12.62, 0.0038, 0.04, [-1, 0, 3], 2.45
2005-04-11, Orderly Decline, 3, +0.43, -0.91, 48.4, 11.98, 0.0017, 0.03, [-2, 0, 3], 2.24
2005-04-12, Trend Pullback, 2, +0.54, -0.67, 61.0, 11.30, -0.0003, 0.03, [-1, 1, 3], 3.00
2005-04-13, Trend Pullback, 2, -0.87, -0.20, 50.7, 13.31, -0.0002, 0.03, [-1, 1, 3], 3.00
2005-04-14, Orderly Decline, 3, -2.44, -0.04, 45.2, 14.53, -0.0024, 0.03, [-2, 0, 3], 2.24
2005-04-15, Orderly Decline, 3, -3.27, -0.17, 36.0, 17.74, -0.0040, 0.04, [-2, -2, 2], 1.41
2005-04-18, Orderly Decline, 3, -2.98, -0.50, 41.0, 16.56, -0.0090, 0.04, [-3, 0, 2], 1.73
2005-04-19, Orderly Decline, 3, -2.95, -0.72, 35.5, 14.96, -0.0100, 0.04, [-4, -2, 3], 3.00
2005-04-20, Orderly Decline, 3, -3.09, -0.87, 30.9, 16.92, -0.0051, 0.05, [-4, -2, 2], 2.45
2005-04-21, Orderly Decline, 3, -0.18, -1.38, 44.9, 14.41, -0.0034, 0.05, [-2, 0, 3], 2.24
2005-04-22, Orderly Decline, 3, +0.83, -1.51, 40.9, 15.38, 0.0023, 0.05, [-1, 0, 3], 2.45
2005-04-25, Orderly Decline, 3, +1.41, -1.75, 43.0, 14.62, 0.0017, 0.05, [-1, 0, 3], 2.45
2005-04-26, Orderly Decline, 3, -0.08, -1.77, 38.9, 14.91, 0.0029, 0.06, [-2, -2, 3], 2.24
2005-04-27, Orderly Decline, 3, +1.66, -2.06, 37.8, 14.87, 0.0027, 0.06, [-1, -2, 3], 2.45
2005-04-28, Orderly Decline, 3, -1.44, -2.01, 36.9, 16.86, -0.0006, 0.06, [-3, -2, 2], 1.73
2005-04-29, Orderly Decline, 3, +0.41, -2.13, 42.3, 15.31, -0.0020, 0.06, [-2, 0, 3], 2.24
2005-05-02, Orderly Decline, 3, +0.01, -2.12, 41.9, 15.12, -0.0016, 0.06, [-2, 0, 3], 2.24
2005-05-03, Orderly Decline, 3, +0.81, -1.95, 45.6, 14.53, 0.0018, 0.05, [-1, 0, 3], 2.45
2005-05-04, Trend Pullback, 2, +1.67, -1.70, 54.6, 13.85, 0.0024, 0.05, [-1, 1, 3], 3.00
2005-05-05, Steady Climb, 1, +2.57, -1.16, 61.4, 13.98, 0.0059, 0.05, [0, 1, 3], 2.24
2005-05-06, Trend Pullback, 2, +1.25, -0.55, 59.8, 14.05, 0.0038, 0.05, [-1, 1, 3], 3.00
2005-05-09, Steady Climb, 1, +1.44, -0.08, 60.0, 13.75, 0.0025, 0.05, [1, 1, 3], 1.41
2005-05-10, Steady Climb, 1, +0.43, +0.51, 61.3, 14.91, 0.0027, 0.04, [2, 1, 3], 1.00
2005-05-11, Steady Climb, 1, -0.39, +1.03, 55.1, 14.45, -0.0011, 0.04, [2, 1, 3], 1.00
2005-05-12, Steady Climb, 1, -1.13, +1.43, 53.2, 16.12, -0.0007, 0.04, [1, 1, 2], 1.00
2005-05-13, Steady Climb, 1, -1.48, +1.48, 46.3, 16.32, -0.0027, 0.04, [1, 0, 2], 1.41
2005-05-16, Steady Climb, 1, -1.12, +1.15, 56.3, 15.68, -0.0048, 0.04, [1, 1, 3], 1.41
2005-05-17, Steady Climb, 1, +0.65, +1.02, 57.7, 14.57, -0.0015, 0.04, [3, 1, 3], 1.41
2005-05-18, Steady Climb, 1, +1.23, +1.09, 68.9, 13.63, 0.0010, 0.04, [3, 2, 3], 1.73
2005-05-19, Steady Climb, 1, +2.74, +1.05, 66.4, 13.32, 0.0061, 0.04, [4, 2, 3], 2.45
2005-05-20, Steady Climb, 1, +3.05, +1.37, 63.5, 13.14, 0.0079, 0.04, [4, 1, 3], 2.24
2005-05-23, Steady Climb, 1, +2.42, +1.50, 65.7, 12.95, 0.0054, 0.05, [4, 2, 3], 2.45
2005-05-24, Steady Climb, 1, +1.73, +1.79, 60.2, 12.69, 0.0037, 0.05, [3, 1, 3], 1.41
2005-05-25, Steady Climb, 1, +0.38, +1.88, 59.5, 12.58, 0.0017, 0.05, [2, 1, 3], 1.00
2005-05-26, Steady Climb, 1, +0.55, +1.92, 63.5, 12.24, 0.0002, 0.05, [3, 1, 3], 1.41
2005-05-27, Steady Climb, 1, +0.80, +1.81, 61.0, 12.15, 0.0011, 0.05, [3, 1, 3], 1.41
2005-05-31, Steady Climb, 1, -0.20, +1.84, 64.8, 13.29, 0.0011, 0.05, [2, 1, 3], 1.00
2005-06-01, Steady Climb, 1, +0.68, +1.80, 67.0, 12.36, 0.0003, 0.05, [3, 2, 3], 1.73
2005-06-02, Steady Climb, 1, +1.20, +1.85, 77.5, 11.84, 0.0015, 0.05, [3, 2, 3], 1.73
2005-06-03, Steady Climb, 1, -0.13, +2.09, 74.7, 12.15, 0.0014, 0.05, [2, 2, 3], 1.41
2005-06-06, Steady Climb, 1, -0.11, +2.13, 71.3, 12.28, 0.0006, 0.05, [2, 2, 3], 1.41
2005-06-07, Steady Climb, 1, +0.48, +2.13, 67.6, 12.39, 0.0005, 0.05, [2, 2, 3], 1.41
2005-06-08, Steady Climb, 1, -0.63, +2.20, 57.9, 12.70, -0.0014, 0.05, [1, 1, 3], 1.41
2005-06-09, Steady Climb, 1, -0.28, +2.02, 58.4, 12.08, -0.0015, 0.05, [2, 1, 3], 1.00
2005-06-10, Steady Climb, 1, +0.17, +1.95, 57.4, 11.96, 0.0006, 0.04, [2, 1, 3], 1.00
2005-06-13, Steady Climb, 1, +0.28, +1.62, 56.1, 11.65, 0.0004, 0.03, [2, 1, 3], 1.00
2005-06-14, Steady Climb, 1, +0.56, +1.18, 58.1, 11.79, 0.0009, 0.02, [3, 1, 3], 1.41
2005-06-15, Steady Climb, 1, +1.00, +0.90, 64.0, 11.46, 0.0015, 0.02, [3, 1, 3], 1.41
2005-06-16, Steady Climb, 1, +0.84, +0.73, 62.0, 11.15, 0.0014, 0.02, [3, 1, 3], 1.41
2005-06-17, Steady Climb, 1, +1.57, +0.76, 65.0, 11.48, 0.0026, 0.02, [3, 2, 3], 1.73
2005-06-20, Steady Climb, 1, +1.27, +0.92, 72.7, 11.47, 0.0032, 0.02, [3, 2, 3], 1.73
2005-06-21, Steady Climb, 1, +0.81, +1.00, 62.4, 11.08, 0.0029, 0.03, [3, 1, 3], 1.41
2005-06-22, Steady Climb, 1, +0.61, +1.08, 60.9, 11.05, 0.0016, 0.03, [3, 1, 3], 1.41
2005-06-23, Steady Climb, 1, -0.84, +1.14, 54.8, 12.13, 0.0002, 0.03, [1, 1, 3], 1.41
2005-06-24, Steady Climb, 1, -2.09, +0.91, 44.8, 12.18, -0.0029, 0.03, [0, 0, 3], 2.45
2005-06-27, Steady Climb, 1, -2.09, +0.66, 44.3, 12.52, -0.0052, 0.03, [0, 0, 3], 2.45
2005-06-28, Steady Climb, 1, -0.99, +0.42, 55.3, 11.58, -0.0057, 0.03, [0, 1, 3], 2.24
2005-06-29, Steady Climb, 1, -1.16, +0.24, 49.1, 11.77, -0.0029, 0.03, [0, 0, 3], 2.45
2005-06-30, Orderly Decline, 3, -0.78, +0.18, 44.9, 12.04, 0.0007, 0.03, [-1, 0, 3], 2.45
2005-07-01, Steady Climb, 1, +0.24, +0.04, 45.3, 11.40, 0.0007, 0.03, [0, 0, 3], 2.45
2005-07-05, Steady Climb, 1, +1.20, -0.16, 50.7, 11.68, -0.0002, 0.03, [1, 1, 3], 1.41
2005-07-06, Orderly Decline, 3, -0.55, -0.19, 42.9, 12.27, 0.0001, 0.03, [-1, 0, 3], 2.45
2005-07-07, Orderly Decline, 3, -0.17, -0.38, 41.9, 12.49, 0.0003, 0.03, [-1, 0, 3], 2.45
2005-07-08, Orderly Decline, 3, +1.72, -0.57, 47.1, 11.45, 0.0011, 0.03, [-1, 0, 3], 2.45
2005-07-11, Steady Climb, 1, +2.09, -0.46, 51.8, 11.28, 0.0023, 0.03, [1, 1, 3], 1.41
2005-07-12, Steady Climb, 1, +1.43, -0.30, 54.5, 10.95, 0.0037, 0.03, [0, 1, 3], 2.24
2005-07-13, Steady Climb, 1, +2.37, -0.09, 54.9, 10.84, 0.0062, 0.04, [2, 1, 3], 1.00
2005-07-14, Steady Climb, 1, +2.39, +0.14, 64.9, 10.81, 0.0050, 0.04, [2, 1, 3], 1.00
2005-07-15, Steady Climb, 1, +1.33, +0.44, 73.1, 10.33, 0.0027, 0.04, [2, 2, 3], 1.41
2005-07-18, Steady Climb, 1, +0.14, +0.80, 68.0, 10.77, 0.0017, 0.04, [2, 2, 3], 1.41
2005-07-19, Steady Climb, 1, +0.58, +1.13, 67.0, 10.45, 0.0002, 0.04, [3, 2, 3], 1.73
2005-07-20, Steady Climb, 1, +0.97, +1.56, 70.5, 10.23, 0.0005, 0.05, [3, 2, 3], 1.73
2005-07-21, Steady Climb, 1, +0.04, +2.01, 70.8, 10.97, 0.0015, 0.05, [2, 2, 3], 1.41
2005-07-22, Steady Climb, 1, +0.47, +2.31, 72.0, 10.52, 0.0010, 0.05, [2, 2, 3], 1.41
2005-07-25, Steady Climb, 1, +0.65, +2.49, 64.4, 11.10, 0.0019, 0.05, [3, 1, 3], 1.41
2005-07-26, Steady Climb, 1, +0.15, +2.40, 74.0, 10.99, -0.0002, 0.05, [2, 2, 3], 1.41
2005-07-27, Steady Climb, 1, +0.13, +2.27, 74.9, 10.36, -0.0005, 0.05, [2, 2, 3], 1.41
2005-07-28, Steady Climb, 1, +1.36, +2.34, 72.4, 10.52, 0.0014, 0.05, [3, 2, 3], 1.73
2005-07-29, Steady Climb, 1, +0.04, +2.42, 60.1, 11.57, 0.0023, 0.05, [2, 1, 3], 1.00
2005-08-01, Steady Climb, 1, +0.51, +2.17, 59.2, 12.08, 0.0019, 0.04, [3, 1, 3], 1.41
2005-08-02, Steady Climb, 1, +1.05, +1.92, 63.2, 11.75, 0.0005, 0.04, [3, 1, 3], 1.41
2005-08-03, Steady Climb, 1, +0.67, +1.90, 62.1, 11.83, 0.0005, 0.04, [3, 1, 3], 1.41
2005-08-04, Steady Climb, 1, -0.63, +1.67, 54.7, 12.52, 0.0010, 0.03, [1, 1, 3], 1.41
2005-08-05, Steady Climb, 1, -0.63, +1.29, 53.0, 12.48, 0.0011, 0.02, [1, 1, 3], 1.41
2005-08-08, Steady Climb, 1, -0.99, +0.93, 46.2, 13.21, -0.0021, 0.02, [1, 0, 3], 1.73
2005-08-09, Steady Climb, 1, -1.02, +0.62, 47.7, 12.40, -0.0049, 0.02, [1, 0, 3], 1.73
2005-08-10, Steady Climb, 1, -1.28, +0.47, 51.3, 12.38, -0.0033, 0.02, [0, 1, 3], 2.24
2005-08-11, Steady Climb, 1, +0.16, +0.29, 52.6, 12.42, -0.0007, 0.02, [1, 1, 3], 1.41
2005-08-12, Steady Climb, 1, +0.32, +0.28, 50.8, 12.74, 0.0023, 0.02, [1, 1, 3], 1.41
2005-08-15, Steady Climb, 1, +0.88, +0.17, 51.6, 12.26, 0.0017, 0.02, [1, 1, 3], 1.41
2005-08-16, Orderly Decline, 3, -0.98, -0.01, 40.7, 13.52, 0.0005, 0.02, [-1, 0, 3], 2.45
2005-08-17, Orderly Decline, 3, -0.72, -0.28, 36.6, 13.30, -0.0019, 0.02, [-2, -2, 3], 2.24
2005-08-18, Orderly Decline, 3, -1.52, -0.43, 40.5, 13.42, -0.0038, 0.03, [-2, 0, 3], 2.24
2005-08-19, Orderly Decline, 3, -0.87, -0.71, 40.1, 13.42, -0.0030, 0.03, [-3, 0, 3], 2.45
2005-08-22, Orderly Decline, 3, -0.98, -0.85, 34.5, 13.42, -0.0023, 0.03, [-3, -2, 3], 2.45
2005-08-23, Orderly Decline, 3, -0.14, -1.03, 31.8, 13.34, 0.0003, 0.03, [-2, -2, 3], 2.24
2005-08-24, Orderly Decline, 3, -0.87, -1.21, 32.3, 14.17, -0.0002, 0.03, [-3, -2, 3], 2.45
2005-08-25, Orderly Decline, 3, -0.55, -1.41, 39.6, 13.73, -0.0017, 0.03, [-3, -2, 3], 2.45
2005-08-26, Orderly Decline, 3, -1.20, -1.41, 37.4, 13.72, -0.0022, 0.04, [-3, -2, 3], 2.45
2005-08-29, Orderly Decline, 3, -0.77, -1.62, 36.5, 13.52, -0.0032, 0.04, [-3, -2, 3], 2.45
2005-08-30, Orderly Decline, 3, -0.75, -1.66, 35.6, 13.65, -0.0013, 0.04, [-3, -2, 3], 2.45
2005-08-31, Orderly Decline, 3, +0.89, -1.59, 38.4, 12.60, -0.0002, 0.03, [-1, -2, 3], 2.45
2005-09-01, Orderly Decline, 3, +0.76, -1.27, 43.6, 13.15, 0.0016, 0.03, [-1, 0, 3], 2.45
2005-09-02, Orderly Decline, 3, +1.07, -1.05, 38.6, 13.57, 0.0034, 0.03, [-1, -2, 3], 2.45
2005-09-06, Trend Pullback, 2, +1.74, -1.01, 60.0, 12.93, 0.0020, 0.03, [-1, 1, 3], 3.00
2005-09-07, Steady Climb, 1, +2.31, -0.78, 61.2, 12.52, 0.0039, 0.03, [0, 1, 3], 2.24
2005-09-08, Steady Climb, 1, +0.93, -0.40, 58.4, 12.93, 0.0036, 0.03, [0, 1, 3], 2.24
2005-09-09, Steady Climb, 1, +1.63, -0.13, 62.8, 11.98, 0.0031, 0.03, [1, 1, 3], 1.41
2005-09-12, Steady Climb, 1, +1.85, +0.41, 61.2, 11.65, 0.0036, 0.03, [2, 1, 3], 1.00
2005-09-13, Steady Climb, 1, -0.18, +0.82, 57.6, 12.39, 0.0016, 0.03, [2, 1, 3], 1.00
2005-09-14, Steady Climb, 1, -0.74, +1.14, 60.3, 12.91, -0.0001, 0.03, [1, 1, 3], 1.41
2005-09-15, Steady Climb, 1, -0.32, +1.17, 59.3, 12.49, -0.0016, 0.03, [2, 1, 3], 1.00
2005-09-16, Steady Climb, 1, -0.29, +1.21, 69.1, 11.22, -0.0033, 0.04, [2, 2, 3], 1.41
2005-09-19, Steady Climb, 1, -0.77, +1.37, 61.0, 12.14, -0.0007, 0.04, [1, 1, 3], 1.41
2005-09-20, Steady Climb, 1, -0.80, +1.41, 57.1, 12.64, 0.0009, 0.04, [1, 1, 3], 1.41
2005-09-21, Steady Climb, 1, -1.38, +1.33, 44.4, 13.79, -0.0007, 0.04, [1, 0, 3], 1.73
2005-09-22, Steady Climb, 1, -1.07, +1.02, 46.3, 13.33, -0.0043, 0.04, [1, 0, 3], 1.73
2005-09-23, Steady Climb, 1, -1.83, +0.66, 48.5, 12.96, -0.0055, 0.04, [1, 0, 3], 1.73
2005-09-26, Orderly Decline, 3, -1.25, +0.35, 38.3, 13.04, -0.0031, 0.03, [0, -2, 3], 3.00
2005-09-27, Orderly Decline, 3, -0.47, -0.07, 35.8, 12.76, -0.0005, 0.03, [0, -2, 3], 3.00
2005-09-28, Orderly Decline, 3, +0.55, -0.40, 39.3, 12.63, 0.0010, 0.03, [0, -2, 3], 3.00
2005-09-29, Orderly Decline, 3, +1.08, -0.78, 40.2, 12.24, 0.0004, 0.03, [-1, 0, 3], 2.45
2005-09-30, Orderly Decline, 3, +1.11, -0.83, 41.7, 11.92, 0.0021, 0.03, [-1, 0, 3], 2.45
2005-10-03, Orderly Decline, 3, +0.91, -0.85, 46.4, 12.46, 0.0031, 0.03, [-1, 0, 3], 2.45
2005-10-04, Orderly Decline, 3, -0.10, -0.97, 41.1, 13.20, 0.0028, 0.03, [-2, 0, 3], 2.24
2005-10-05, Orderly Decline, 3, -1.68, -1.04, 32.4, 14.55, -0.0005, 0.04, [-3, -2, 3], 2.45
2005-10-06, Orderly Decline, 3, -2.95, -1.28, 22.3, 14.96, -0.0065, 0.04, [-4, -2, 3], 3.00
2005-10-07, Orderly Decline, 3, -2.68, -1.62, 28.4, 14.59, -0.0088, 0.04, [-4, -2, 3], 3.00
2005-10-10, Orderly Decline, 3, -3.21, -1.67, 28.8, 15.55, -0.0071, 0.05, [-4, -2, 3], 3.00
2005-10-11, Orderly Decline, 3, -2.44, -1.79, 32.3, 15.63, -0.0046, 0.05, [-4, -2, 3], 3.00
2005-10-12, Orderly Decline, 3, -1.56, -2.02, 25.1, 16.22, -0.0023, 0.06, [-3, -2, 2], 1.73
2005-10-13, Orderly Decline, 3, -1.23, -2.34, 24.1, 16.47, -0.0033, 0.06, [-3, -2, 2], 1.73
2005-10-14, Orderly Decline, 3, -0.78, -2.59, 32.6, 14.87, -0.0040, 0.06, [-3, -2, 3], 2.45
2005-10-17, Orderly Decline, 3, +0.23, -2.46, 35.3, 14.67, -0.0008, 0.06, [-2, -2, 3], 2.24
2005-10-18, Orderly Decline, 3, -0.57, -2.32, 30.2, 15.33, 0.0016, 0.06, [-3, -2, 3], 2.45
2005-10-19, Orderly Decline, 3, +1.54, -2.43, 34.8, 13.50, 0.0012, 0.06, [-1, -2, 3], 2.45
2005-10-20, Orderly Decline, 3, +0.08, -2.41, 29.0, 16.11, 0.0025, 0.06, [-2, -2, 2], 1.41
2005-10-21, Orderly Decline, 3, -0.59, -2.55, 30.6, 16.13, -0.0010, 0.06, [-3, -2, 2], 1.73
2005-10-24, Orderly Decline, 3, +0.78, -2.60, 44.1, 14.74, -0.0018, 0.06, [-1, 0, 3], 2.45
2005-10-25, Trend Pullback, 2, +1.56, -2.31, 50.1, 14.53, 0.0022, 0.06, [-1, 1, 3], 3.00
2005-10-26, Orderly Decline, 3, -0.37, -2.04, 50.0, 14.59, 0.0019, 0.06, [-2, 0, 3], 2.24
2005-10-27, Orderly Decline, 3, +0.09, -1.78, 43.0, 16.02, 0.0037, 0.05, [-2, 0, 2], 1.41
2005-10-28, Trend Pullback, 2, +1.60, -1.50, 54.2, 14.25, -0.0008, 0.04, [-1, 1, 3], 3.00
2005-10-31, Trend Pullback, 2, +0.64, -0.85, 58.0, 15.32, -0.0016, 0.04, [-1, 1, 3], 3.00
2005-11-01, Steady Climb, 1, +0.52, -0.07, 59.2, 14.85, 0.0023, 0.03, [1, 1, 3], 1.41
2005-11-02, Steady Climb, 1, +1.96, +0.49, 62.9, 13.48, 0.0042, 0.04, [2, 1, 3], 1.00
2005-11-03, Steady Climb, 1, +3.48, +0.96, 61.7, 13.00, 0.0062, 0.04, [4, 1, 3], 2.24
2005-11-04, Steady Climb, 1, +1.81, +1.39, 60.8, 13.17, 0.0042, 0.05, [3, 1, 3], 1.41
2005-11-07, Steady Climb, 1, +1.31, +1.86, 67.2, 13.10, 0.0036, 0.05, [3, 2, 3], 1.73
2005-11-08, Steady Climb, 1, +1.32, +2.19, 59.8, 13.08, 0.0037, 0.05, [3, 1, 3], 1.41
2005-11-09, Steady Climb, 1, +0.48, +2.37, 71.3, 12.80, 0.0009, 0.05, [2, 2, 3], 1.41
2005-11-10, Steady Climb, 1, +0.90, +2.41, 73.5, 11.90, -0.0000, 0.06, [3, 2, 3], 1.73
2005-11-11, Steady Climb, 1, +1.19, +2.52, 69.0, 11.63, 0.0016, 0.06, [3, 2, 3], 1.73
2005-11-14, Steady Climb, 1, +0.90, +2.76, 70.4, 12.18, 0.0029, 0.06, [3, 2, 3], 1.73
2005-11-15, Steady Climb, 1, +0.86, +2.97, 70.7, 12.23, 0.0036, 0.06, [3, 2, 3], 1.73
2005-11-16, Steady Climb, 1, +0.87, +2.86, 82.4, 12.26, 0.0016, 0.06, [3, 2, 3], 1.73
2005-11-17, Steady Climb, 1, +0.96, +2.97, 80.5, 11.25, -0.0004, 0.06, [3, 2, 3], 1.73
