date, state, direction, 5d%, MA20, RSI, VIX, ATR, BBW, Score, Dist
2019-12-19, Steady Climb, 1, +1.16, +3.89, 67.0, 12.50, 0.0021, 0.04, [3, 2, 3], 1.73
2019-12-20, Steady Climb, 1, +1.65, +4.33, 80.1, 12.51, 0.0023, 0.04, [3, 2, 3], 1.73
2019-12-23, Steady Climb, 1, +1.02, +4.77, 90.8, 12.61, 0.0022, 0.05, [3, 2, 3], 1.73
2019-12-24, Steady Climb, 1, +0.97, +5.19, 89.1, 12.67, 0.0029, 0.05, [3, 2, 3], 1.73
2019-12-26, Steady Climb, 1, +1.53, +5.79, 90.0, 12.65, 0.0026, 0.05, [3, 2, 3], 1.73
2019-12-27, Steady Climb, 1, +1.08, +6.60, 87.7, 13.43, 0.0022, 0.06, [3, 2, 3], 1.73
2019-12-30, Steady Climb, 1, +0.00, +7.47, 81.9, 14.82, 0.0017, 0.06, [2, 2, 3], 1.41
2019-12-31, Steady Climb, 1, +0.21, +7.74, 85.2, 13.78, 0.0003, 0.06, [2, 2, 3], 1.41
2020-01-02, Steady Climb, 1, +1.07, +7.60, 86.8, 12.47, -0.0001, 0.06, [3, 2, 3], 1.73
2020-01-03, Steady Climb, 1, -0.16, +7.35, 71.6, 14.02, 0.0008, 0.05, [2, 2, 3], 1.41
2020-01-06, Steady Climb, 1, +0.19, +6.83, 73.5, 13.85, 0.0008, 0.05, [2, 2, 3], 1.41
2020-01-07, Steady Climb, 1, +0.49, +6.36, 65.1, 13.79, 0.0017, 0.05, [2, 2, 3], 1.41
2020-01-08, Steady Climb, 1, +0.69, +6.01, 68.2, 13.45, 0.0000, 0.04, [3, 2, 3], 1.73
2020-01-09, Steady Climb, 1, +0.52, +5.60, 72.4, 12.54, -0.0002, 0.04, [3, 2, 3], 1.73
2020-01-10, Steady Climb, 1, +0.94, +5.27, 66.5, 12.56, 0.0026, 0.04, [3, 2, 3], 1.73
2020-01-13, Steady Climb, 1, +1.29, +4.74, 67.7, 12.32, 0.0023, 0.04, [3, 2, 3], 1.73
2020-01-14, Steady Climb, 1, +1.42, +4.77, 65.5, 12.39, 0.0035, 0.04, [3, 2, 3], 1.73
2020-01-15, Steady Climb, 1, +1.11, +4.55, 66.8, 12.42, 0.0022, 0.04, [3, 2, 3], 1.73
2020-01-16, Steady Climb, 1, +1.29, +4.60, 68.6, 12.32, 0.0014, 0.04, [3, 2, 3], 1.73
2020-01-17, Steady Climb, 1, +1.97, +4.92, 70.4, 12.10, 0.0031, 0.04, [3, 2, 3], 1.73
2020-01-21, Steady Climb, 1, +0.99, +5.21, 73.7, 12.85, 0.0035, 0.04, [3, 2, 3], 1.73
2020-01-22, Steady Climb, 1, +1.18, +5.40, 72.6, 12.91, 0.0035, 0.04, [3, 2, 3], 1.73
2020-01-23, Steady Climb, 1, +1.10, +5.67, 69.0, 12.98, 0.0021, 0.05, [3, 2, 3], 1.73
2020-01-24, Steady Climb, 1, -0.64, +5.89, 66.4, 14.56, 0.0003, 0.04, [1, 2, 3], 1.73
2020-01-27, Steady Climb, 1, -2.58, +5.52, 49.4, 18.23, -0.0020, 0.04, [0, 0, 2], 2.24
2020-01-28, Steady Climb, 1, -1.34, +4.56, 57.8, 16.28, -0.0055, 0.04, [1, 1, 2], 1.00
2020-01-29, Steady Climb, 1, -1.46, +4.06, 54.3, 16.39, -0.0053, 0.04, [1, 1, 2], 1.00
2020-01-30, Steady Climb, 1, -1.26, +3.17, 52.0, 15.49, -0.0038, 0.04, [1, 1, 3], 1.41
2020-01-31, Steady Climb, 1, -2.12, +2.50, 42.7, 18.84, 0.0002, 0.04, [0, 0, 2], 2.24
2020-02-03, Steady Climb, 1, +0.16, +1.35, 42.8, 17.97, -0.0009, 0.04, [2, 0, 2], 1.00
2020-02-04, Steady Climb, 1, +0.65, +0.22, 52.3, 16.05, -0.0031, 0.04, [2, 1, 2], 0.00
2020-02-05, Steady Climb, 1, +1.87, -0.06, 56.5, 15.15, 0.0004, 0.04, [1, 1, 3], 1.41
2020-02-06, Steady Climb, 1, +1.89, -0.03, 54.4, 14.96, 0.0052, 0.04, [1, 1, 3], 1.41
2020-02-07, Steady Climb, 1, +3.17, +0.26, 49.7, 15.47, 0.0098, 0.04, [3, 0, 3], 1.73
2020-02-10, Steady Climb, 1, +3.18, +0.50, 54.4, 15.04, 0.0061, 0.04, [3, 1, 3], 1.41
2020-02-11, Steady Climb, 1, +1.82, +0.85, 55.0, 15.18, 0.0030, 0.04, [3, 1, 3], 1.41
2020-02-12, Steady Climb, 1, +1.34, +1.52, 57.2, 13.74, 0.0016, 0.05, [3, 1, 3], 1.41
2020-02-13, Steady Climb, 1, +0.84, +2.32, 61.2, 14.15, 0.0029, 0.05, [3, 1, 3], 1.41
2020-02-14, Steady Climb, 1, +1.58, +2.99, 72.3, 13.68, 0.0035, 0.05, [3, 2, 3], 1.73
2020-02-18, Steady Climb, 1, +0.54, +4.05, 66.6, 14.83, 0.0021, 0.06, [3, 2, 3], 1.73
2020-02-19, Steady Climb, 1, +0.85, +5.08, 69.1, 14.38, 0.0008, 0.06, [3, 2, 3], 1.73
2020-02-20, Steady Climb, 1, -0.18, +6.14, 65.0, 15.56, 0.0003, 0.06, [2, 1, 3], 1.00
2020-02-21, Steady Climb, 1, -1.07, +6.92, 70.3, 17.08, 0.0001, 0.06, [1, 2, 2], 1.41
2020-02-24, Trend Pullback, 2, -4.56, +7.19, 46.8, 25.03, -0.0025, 0.07, [0, 0, 0], 1.41
2020-02-25, Orderly Decline, 3, -7.18, +5.36, 29.5, 27.85, -0.0108, 0.08, [0, -2, 0], 2.45
2020-02-26, Orderly Decline, 3, -7.97, +1.42, 21.9, 27.56, -0.0213, 0.10, [0, -2, 0], 2.45
2020-02-27, Sharp Decline, 4, -11.69, -1.99, 14.3, 39.16, -0.0243, 0.13, [-4, -2, 0], 2.24
2020-02-28, Sharp Decline, 4, -11.49, -7.18, 14.2, 40.11, -0.0280, 0.16, [-4, -2, 0], 2.24
2020-03-02, Sharp Decline, 4, -4.21, -12.11, 29.3, 33.42, -0.0224, 0.17, [-4, -2, 0], 2.24
2020-03-03, Sharp Decline, 4, -3.99, -15.52, 25.2, 36.82, -0.0079, 0.19, [-4, -2, 0], 2.24
2020-03-04, Orderly Decline, 3, +0.44, -19.61, 34.8, 31.99, -0.0037, 0.19, [-2, -2, 0], 1.41
2020-03-05, Sharp Decline, 4, +1.52, -20.74, 31.0, 39.62, 0.0116, 0.20, [-1, -2, -1], 2.24
2020-03-06, Orderly Decline, 3, +0.61, -22.55, 28.9, 41.94, 0.0060, 0.21, [-1, -2, 0], 1.73
2020-03-09, Sharp Decline, 4, -11.12, -24.45, 23.6, 54.46, -0.0078, 0.24, [-4, -2, 0], 2.24
2020-03-10, Sharp Decline, 4, -4.03, -29.31, 30.6, 47.30, -0.0233, 0.25, [-4, -2, 0], 2.24
2020-03-11, Sharp Decline, 4, -12.42, -30.97, 27.9, 53.90, -0.0282, 0.28, [-4, -2, 0], 2.24
2020-03-12, Sharp Decline, 4, -17.97, -33.84, 24.1, 75.47, -0.0264, 0.33, [-4, -2, 0], 2.24
2020-03-13, Sharp Decline, 4, -8.79, -39.17, 35.5, 57.83, -0.0365, 0.33, [-4, -2, 0], 2.24
2020-03-16, Sharp Decline, 4, -13.12, -39.95, 31.4, 82.69, -0.0198, 0.38, [-4, -2, 0], 2.24
2020-03-17, Sharp Decline, 4, -12.25, -44.27, 36.2, 75.91, -0.0404, 0.39, [-4, -2, 0], 2.24
2020-03-18, Sharp Decline, 4, -12.52, -45.20, 36.3, 76.45, -0.0216, 0.41, [-4, -2, 0], 2.24
2020-03-19, Sharp Decline, 4, -2.87, -46.50, 37.1, 72.00, -0.0144, 0.41, [-4, -2, 0], 2.24
2020-03-20, Sharp Decline, 4, -14.98, -46.35, 31.1, 66.04, -0.0257, 0.42, [-4, -2, 0], 2.24
2020-03-23, Sharp Decline, 4, -6.23, -46.81, 31.4, 61.59, -0.0126, 0.44, [-4, -2, 0], 2.24
2020-03-24, Sharp Decline, 4, -3.24, -48.44, 34.1, 61.67, -0.0277, 0.44, [-4, -2, 0], 2.24
2020-03-25, Orderly Decline, 3, +3.23, -47.13, 36.7, 63.95, -0.0030, 0.43, [0, -2, 0], 2.45
2020-03-26, Volatile Chop, 5, +9.16, -44.58, 42.1, 61.00, 0.0104, 0.43, [0, 0, -1], 1.00
2020-03-27, Volatile Chop, 5, +10.26, -41.03, 45.0, 65.54, 0.0350, 0.42, [0, 0, -2], 0.00
2020-03-30, Volatile Chop, 5, +17.40, -38.61, 43.5, 57.08, 0.0301, 0.39, [0, 0, -2], 0.00
2020-03-31, Volatile Chop, 5, +5.61, -32.21, 45.8, 53.54, 0.0164, 0.37, [0, 0, -2], 0.00
2020-04-01, Trend Pullback, 2, -0.20, -27.08, 49.7, 57.06, 0.0087, 0.33, [-2, 0, 0], 1.41
2020-04-02, Orderly Decline, 3, -3.92, -20.95, 44.1, 50.91, -0.0109, 0.29, [-4, 0, 0], 2.45
2020-04-03, Trend Pullback, 2, -2.08, -14.69, 54.0, 46.80, -0.0074, 0.25, [-4, 1, 0], 3.00
2020-04-06, Trend Pullback, 2, +1.41, -9.05, 55.1, 45.24, -0.0125, 0.24, [-1, 1, 0], 0.00
2020-04-07, Trend Pullback, 2, +2.89, -3.75, 61.1, 46.70, 0.0066, 0.21, [0, 1, 0], 1.00
2020-04-08, Volatile Chop, 5, +11.31, +3.75, 63.5, 43.35, 0.0187, 0.21, [4, 1, -2], 4.12
2020-04-09, Volatile Chop, 5, +10.40, +10.66, 70.3, 41.67, 0.0221, 0.23, [4, 2, -2], 4.47
2020-04-13, Volatile Chop, 5, +10.97, +14.02, 72.7, 41.17, 0.0249, 0.24, [4, 2, -2], 4.47
2020-04-14, Steady Climb, 1, +6.85, +20.14, 69.4, 37.76, 0.0115, 0.25, [4, 2, -1], 3.74
2020-04-15, Steady Climb, 1, +4.66, +22.26, 64.5, 40.84, 0.0138, 0.26, [4, 1, -1], 3.61
2020-04-16, Steady Climb, 1, +1.80, +25.05, 59.2, 40.11, 0.0044, 0.26, [3, 1, 0], 2.24
2020-04-17, Steady Climb, 1, +3.04, +25.62, 68.3, 38.15, 0.0014, 0.27, [4, 2, 0], 3.00
2020-04-20, Steady Climb, 1, +2.23, +26.84, 61.2, 43.83, 0.0064, 0.25, [4, 1, 0], 2.83
2020-04-21, Trend Pullback, 2, -3.85, +24.98, 58.2, 45.41, 0.0017, 0.21, [0, 1, 0], 1.00
2020-04-22, Steady Climb, 1, +0.57, +20.03, 68.9, 41.98, -0.0025, 0.20, [3, 2, 0], 2.45
2020-04-23, Steady Climb, 1, -0.06, +18.54, 66.6, 41.38, -0.0049, 0.19, [2, 2, 0], 2.24
2020-04-24, Trend Pullback, 2, -1.32, +16.95, 71.3, 35.93, -0.0063, 0.19, [1, 2, 0], 2.24
2020-04-27, Steady Climb, 1, +1.96, +17.87, 65.7, 33.29, 0.0031, 0.19, [3, 2, 0], 2.45
2020-04-28, Steady Climb, 1, +4.63, +17.67, 64.7, 33.57, 0.0112, 0.19, [4, 1, -1], 3.61
2020-04-29, Steady Climb, 1, +5.01, +18.10, 63.9, 31.23, 0.0071, 0.19, [4, 1, 0], 2.83
2020-04-30, Steady Climb, 1, +4.10, +18.60, 59.2, 34.15, 0.0106, 0.17, [4, 1, -1], 3.61
2020-05-01, Steady Climb, 1, -0.21, +16.37, 54.8, 37.19, 0.0075, 0.15, [2, 1, 0], 2.00
2020-05-04, Trend Pullback, 2, -1.24, +13.20, 49.7, 35.97, -0.0016, 0.10, [1, 0, 0], 2.24
2020-05-05, Steady Climb, 1, +0.18, +9.14, 57.0, 33.61, -0.0052, 0.09, [2, 1, 0], 2.00
2020-05-06, Trend Pullback, 2, -3.10, +7.68, 54.0, 34.12, -0.0074, 0.07, [0, 1, 0], 1.00
2020-05-07, Trend Pullback, 2, -1.07, +5.56, 50.6, 31.44, -0.0031, 0.07, [1, 1, 0], 2.00
2020-05-08, Steady Climb, 1, +3.50, +5.06, 59.3, 27.98, 0.0036, 0.08, [4, 1, 0], 2.83
2020-05-11, Steady Climb, 1, +3.08, +5.68, 70.0, 27.57, 0.0064, 0.07, [4, 2, 0], 3.00
2020-05-12, Steady Climb, 1, +0.06, +5.65, 57.3, 33.04, 0.0071, 0.08, [2, 1, 0], 2.00
2020-05-13, Trend Pullback, 2, -1.00, +5.84, 52.1, 35.28, 0.0033, 0.07, [1, 1, 0], 2.00
2020-05-14, Trend Pullback, 2, -1.00, +4.29, 51.5, 32.61, -0.0064, 0.07, [1, 1, 0], 2.00
2020-05-15, Trend Pullback, 2, -2.26, +3.40, 48.5, 31.89, -0.0092, 0.07, [0, 0, 0], 1.41
2020-05-18, Steady Climb, 1, +0.81, +3.78, 58.0, 29.30, -0.0051, 0.08, [3, 1, 0], 2.24
2020-05-19, Steady Climb, 1, +1.84, +4.65, 48.4, 30.53, 0.0072, 0.06, [3, 0, 0], 2.45
2020-05-20, Steady Climb, 1, +5.38, +3.52, 55.4, 27.99, 0.0103, 0.07, [4, 1, -1], 3.61
2020-05-21, Steady Climb, 1, +3.37, +3.79, 62.1, 29.53, 0.0101, 0.06, [4, 1, -1], 3.61
2020-05-22, Steady Climb, 1, +3.20, +3.45, 61.7, 28.16, 0.0063, 0.06, [4, 1, 0], 2.83
2020-05-26, Steady Climb, 1, +1.28, +3.60, 62.5, 28.01, 0.0010, 0.07, [3, 1, 0], 2.24
2020-05-27, Steady Climb, 1, +3.87, +4.74, 68.2, 27.62, 0.0040, 0.08, [4, 2, 0], 3.00
2020-05-28, Steady Climb, 1, +1.96, +6.11, 65.2, 28.59, 0.0057, 0.09, [3, 2, 0], 2.45
2020-05-29, Steady Climb, 1, +3.25, +8.34, 62.6, 27.51, 0.0080, 0.10, [4, 1, 0], 2.83
2020-06-01, Steady Climb, 1, +3.39, +10.20, 63.4, 28.23, 0.0071, 0.10, [4, 1, 0], 2.83
2020-06-02, Steady Climb, 1, +2.98, +10.74, 74.4, 26.84, 0.0044, 0.11, [4, 2, 0], 3.00
2020-06-03, Steady Climb, 1, +2.86, +11.49, 85.7, 25.66, 0.0037, 0.12, [4, 2, 0], 3.00
2020-06-04, Steady Climb, 1, +2.73, +12.89, 82.3, 25.81, 0.0072, 0.12, [4, 2, 0], 3.00
2020-06-05, Steady Climb, 1, +4.91, +13.44, 85.0, 24.52, 0.0064, 0.13, [4, 2, 1], 2.45
2020-06-08, Steady Climb, 1, +5.78, +15.28, 83.1, 25.81, 0.0095, 0.15, [4, 2, 0], 3.00
2020-06-09, Steady Climb, 1, +4.10, +17.96, 84.3, 27.57, 0.0117, 0.16, [4, 2, -1], 3.74
2020-06-10, Steady Climb, 1, +2.15, +19.84, 78.5, 27.57, 0.0090, 0.16, [4, 2, 0], 3.00
2020-06-11, Trend Pullback, 2, -3.54, +20.10, 54.9, 40.79, 0.0056, 0.15, [0, 1, 0], 1.00
2020-06-12, Trend Pullback, 2, -4.78, +16.41, 57.4, 36.09, -0.0140, 0.13, [0, 1, 0], 1.00
2020-06-15, Trend Pullback, 2, -5.13, +13.52, 56.6, 34.40, -0.0191, 0.12, [0, 1, 0], 1.00
2020-06-16, Trend Pullback, 2, -2.57, +10.88, 57.6, 33.67, -0.0138, 0.12, [0, 1, 0], 1.00
2020-06-17, Trend Pullback, 2, -2.40, +10.19, 57.1, 33.47, -0.0021, 0.11, [0, 1, 0], 1.00
2020-06-18, Steady Climb, 1, +3.77, +8.59, 56.2, 32.94, 0.0098, 0.11, [4, 1, 0], 2.83
2020-06-19, Steady Climb, 1, +1.86, +7.50, 53.6, 35.12, 0.0063, 0.10, [3, 1, 0], 2.24
2020-06-22, Steady Climb, 1, +1.67, +5.58, 53.2, 31.77, 0.0017, 0.09, [3, 1, 0], 2.24
2020-06-23, Steady Climb, 1, +0.21, +3.83, 50.8, 31.37, -0.0009, 0.08, [2, 1, 0], 2.00
2020-06-24, Trend Pullback, 2, -2.03, +2.61, 45.0, 33.84, 0.0012, 0.08, [0, 0, 0], 1.41
2020-06-25, Trend Pullback, 2, -1.01, +0.71, 40.3, 32.22, -0.0031, 0.08, [1, 0, 0], 2.24
2020-06-26, Sharp Decline, 4, -2.86, -0.82, 31.6, 34.73, -0.0032, 0.08, [-4, -2, 0], 2.24
2020-06-29, Sharp Decline, 4, -2.07, -3.28, 37.7, 31.78, -0.0087, 0.08, [-4, -2, 0], 2.24
2020-06-30, Orderly Decline, 3, -0.99, -4.87, 43.1, 30.43, -0.0064, 0.08, [-3, 0, 0], 1.73
2020-07-01, Trend Pullback, 2, +2.15, -5.39, 61.8, 28.62, 0.0022, 0.08, [0, 1, 0], 1.00
2020-07-02, Trend Pullback, 2, +1.50, -5.05, 59.7, 27.68, 0.0050, 0.08, [-1, 1, 0], 0.00
2020-07-06, Trend Pullback, 2, +5.67, -4.67, 61.7, 27.94, 0.0096, 0.08, [0, 1, 0], 1.00
2020-07-07, Trend Pullback, 2, +3.02, -2.31, 52.2, 29.43, 0.0090, 0.07, [0, 1, 0], 1.00
2020-07-08, Steady Climb, 1, +2.25, +0.18, 56.0, 28.08, 0.0049, 0.07, [2, 1, 0], 2.00
2020-07-09, Steady Climb, 1, +1.16, +2.76, 53.8, 29.26, 0.0039, 0.06, [3, 1, 0], 2.24
2020-07-10, Steady Climb, 1, +1.76, +4.87, 58.7, 27.29, 0.0011, 0.06, [3, 1, 0], 2.24
2020-07-13, Trend Pullback, 2, -0.77, +4.54, 53.6, 32.19, 0.0006, 0.06, [1, 1, 0], 2.00
2020-07-14, Steady Climb, 1, +1.66, +4.13, 56.1, 29.52, 0.0011, 0.06, [3, 1, 0], 2.24
2020-07-15, Steady Climb, 1, +1.79, +4.55, 68.0, 27.76, 0.0018, 0.07, [3, 2, 0], 2.45
2020-07-16, Steady Climb, 1, +2.02, +6.10, 64.1, 28.00, 0.0050, 0.07, [4, 1, 0], 2.83
2020-07-17, Steady Climb, 1, +1.25, +7.17, 76.8, 25.68, 0.0041, 0.08, [3, 2, 0], 2.45
2020-07-20, Steady Climb, 1, +3.06, +8.24, 75.8, 24.46, 0.0048, 0.08, [4, 2, 1], 2.45
2020-07-21, Steady Climb, 1, +1.87, +9.26, 72.9, 24.84, 0.0033, 0.09, [3, 2, 1], 1.73
2020-07-22, Steady Climb, 1, +1.53, +10.45, 73.1, 24.32, 0.0030, 0.09, [3, 2, 1], 1.73
2020-07-23, Steady Climb, 1, +0.62, +11.90, 64.2, 26.08, 0.0047, 0.09, [3, 1, 0], 2.24
2020-07-24, Steady Climb, 1, -0.28, +11.28, 55.2, 25.84, 0.0014, 0.09, [2, 1, 0], 2.00
2020-07-27, Steady Climb, 1, -0.38, +10.62, 64.2, 24.74, -0.0029, 0.07, [2, 1, 1], 1.00
2020-07-28, Trend Pullback, 2, -1.19, +8.93, 57.4, 25.44, -0.0030, 0.06, [1, 1, 0], 2.00
2020-07-29, Steady Climb, 1, -0.54, +7.28, 65.2, 24.10, -0.0034, 0.06, [1, 2, 1], 1.73
2020-07-30, Steady Climb, 1, +0.33, +6.71, 59.3, 24.76, 0.0015, 0.05, [2, 1, 1], 1.00
2020-07-31, Steady Climb, 1, +1.73, +5.96, 67.8, 24.46, 0.0025, 0.05, [3, 2, 1], 1.73
2020-08-03, Steady Climb, 1, +1.70, +5.60, 65.9, 24.28, 0.0028, 0.05, [3, 2, 1], 1.73
2020-08-04, Steady Climb, 1, +2.74, +6.15, 63.8, 23.76, 0.0050, 0.05, [4, 1, 1], 2.24
2020-08-05, Steady Climb, 1, +2.13, +6.15, 68.7, 22.99, 0.0043, 0.06, [4, 2, 1], 2.45
2020-08-06, Steady Climb, 1, +3.17, +6.60, 70.0, 22.65, 0.0059, 0.06, [4, 2, 1], 2.45
2020-08-07, Steady Climb, 1, +2.45, +6.84, 67.3, 22.21, 0.0056, 0.06, [4, 2, 1], 2.45
2020-08-10, Steady Climb, 1, +2.00, +7.33, 67.8, 22.13, 0.0046, 0.06, [3, 2, 1], 1.73
2020-08-11, Steady Climb, 1, +0.82, +7.24, 59.7, 24.03, 0.0039, 0.06, [3, 1, 1], 1.41
2020-08-12, Steady Climb, 1, +1.58, +7.11, 73.7, 22.28, 0.0007, 0.07, [3, 2, 1], 1.73
2020-08-13, Steady Climb, 1, +0.72, +7.91, 77.1, 22.13, 0.0013, 0.07, [3, 2, 1], 1.73
2020-08-14, Steady Climb, 1, +0.64, +8.21, 74.9, 22.05, 0.0019, 0.07, [3, 2, 1], 1.73
2020-08-17, Steady Climb, 1, +0.64, +8.41, 81.9, 21.35, 0.0019, 0.07, [3, 2, 1], 1.73
2020-08-18, Steady Climb, 1, +1.68, +8.94, 79.3, 21.51, 0.0026, 0.07, [3, 2, 1], 1.73
2020-08-19, Steady Climb, 1, -0.16, +9.47, 78.3, 22.54, 0.0008, 0.07, [2, 2, 1], 1.41
2020-08-20, Steady Climb, 1, +0.36, +9.88, 76.9, 22.72, 0.0006, 0.07, [2, 2, 1], 1.41
2020-08-21, Steady Climb, 1, +0.72, +9.67, 75.5, 22.54, 0.0005, 0.07, [3, 2, 1], 1.73
2020-08-24, Steady Climb, 1, +1.46, +9.07, 78.0, 22.37, 0.0008, 0.07, [3, 2, 1], 1.73
2020-08-25, Steady Climb, 1, +1.59, +9.07, 77.0, 22.03, 0.0031, 0.06, [3, 2, 1], 1.73
2020-08-26, Steady Climb, 1, +3.08, +8.62, 78.4, 23.27, 0.0053, 0.07, [4, 2, 1], 2.45
2020-08-27, Steady Climb, 1, +2.93, +8.97, 78.8, 24.47, 0.0067, 0.07, [4, 2, 1], 2.45
2020-08-28, Steady Climb, 1, +3.26, +8.88, 80.0, 22.96, 0.0063, 0.07, [4, 2, 1], 2.45
2020-08-31, Steady Climb, 1, +2.01, +9.16, 86.7, 26.41, 0.0056, 0.07, [4, 2, 0], 3.00
2020-09-01, Steady Climb, 1, +2.41, +9.34, 85.4, 26.12, 0.0040, 0.07, [4, 2, 0], 3.00
2020-09-02, Steady Climb, 1, +2.94, +9.77, 90.9, 26.57, 0.0031, 0.08, [4, 2, 0], 3.00
2020-09-03, Trend Pullback, 2, -0.85, +10.99, 60.8, 33.60, 0.0061, 0.08, [1, 1, 0], 2.00
2020-09-04, Trend Pullback, 2, -2.31, +10.36, 55.6, 30.75, -0.0007, 0.08, [0, 1, 0], 1.00
2020-09-08, Trend Pullback, 2, -4.81, +9.21, 44.0, 31.46, -0.0066, 0.08, [0, 0, 0], 1.41
2020-09-09, Trend Pullback, 2, -3.62, +6.73, 52.2, 28.81, -0.0160, 0.08, [0, 1, 0], 1.00
2020-09-10, Trend Pullback, 2, -6.75, +4.83, 46.1, 29.71, -0.0146, 0.08, [0, 0, 0], 1.41
2020-09-11, Trend Pullback, 2, -3.30, +2.72, 45.1, 26.87, -0.0078, 0.08, [0, 0, 0], 1.41
2020-09-14, Trend Pullback, 2, -1.27, +0.58, 45.9, 25.85, -0.0049, 0.08, [1, 0, 0], 2.24
2020-09-15, Trend Pullback, 2, +2.08, -0.91, 46.4, 25.59, 0.0013, 0.08, [0, 0, 0], 1.41
2020-09-16, Trend Pullback, 2, -0.40, -2.02, 41.8, 26.04, 0.0014, 0.08, [-2, 0, 0], 1.41
2020-09-17, Orderly Decline, 3, +0.53, -3.26, 39.3, 26.46, 0.0046, 0.08, [-1, -2, 0], 1.73
2020-09-18, Orderly Decline, 3, -0.64, -5.13, 34.5, 25.83, 0.0010, 0.08, [-3, -2, 0], 1.73
2020-09-21, Sharp Decline, 4, -3.03, -7.35, 32.8, 27.78, -0.0053, 0.09, [-4, -2, 0], 2.24
2020-09-22, Sharp Decline, 4, -2.52, -9.83, 33.7, 26.86, -0.0092, 0.10, [-4, -2, 0], 2.24
2020-09-23, Sharp Decline, 4, -4.39, -11.11, 24.4, 28.58, -0.0067, 0.11, [-4, -2, 0], 2.24
2020-09-24, Sharp Decline, 4, -3.29, -13.14, 31.2, 28.51, -0.0075, 0.11, [-4, -2, 0], 2.24
2020-09-25, Orderly Decline, 3, -0.63, -14.16, 38.9, 26.38, -0.0058, 0.11, [-3, -2, 0], 1.73
2020-09-28, Trend Pullback, 2, +2.15, -14.01, 51.8, 26.19, -0.0010, 0.11, [0, 1, 0], 1.00
2020-09-29, Trend Pullback, 2, +0.60, -12.45, 43.5, 26.27, 0.0040, 0.10, [-1, 0, 0], 1.00
2020-09-30, Trend Pullback, 2, +3.90, -11.00, 52.6, 26.37, 0.0090, 0.09, [0, 1, 0], 1.00
2020-10-01, Trend Pullback, 2, +4.13, -8.49, 54.2, 26.70, 0.0080, 0.07, [0, 1, 0], 1.00
2020-10-02, Trend Pullback, 2, +1.51, -4.63, 46.2, 27.63, 0.0053, 0.06, [-1, 0, 0], 1.00
2020-10-05, Trend Pullback, 2, +1.70, -2.92, 50.7, 27.96, 0.0011, 0.06, [-1, 1, 0], 0.00
2020-10-06, Trend Pullback, 2, +0.76, -0.63, 47.7, 29.48, 0.0039, 0.06, [-1, 0, 0], 1.00
2020-10-07, Trend Pullback, 2, +1.68, -0.50, 55.5, 28.06, 0.0007, 0.06, [0, 1, 0], 1.00
2020-10-08, Steady Climb, 1, +1.95, +1.49, 61.5, 26.36, 0.0026, 0.07, [3, 1, 0], 2.24
2020-10-09, Steady Climb, 1, +3.84, +2.89, 68.0, 25.00, 0.0060, 0.07, [4, 2, 1], 2.45
2020-10-12, Steady Climb, 1, +3.69, +4.59, 69.2, 25.07, 0.0063, 0.09, [4, 2, 0], 3.00
2020-10-13, Steady Climb, 1, +4.49, +7.58, 76.9, 26.07, 0.0115, 0.10, [4, 2, -1], 3.74
2020-10-14, Steady Climb, 1, +2.02, +10.30, 73.0, 26.40, 0.0078, 0.10, [4, 2, 0], 3.00
2020-10-15, Steady Climb, 1, +1.06, +12.27, 69.3, 26.97, 0.0034, 0.10, [3, 2, 0], 2.45
2020-10-16, Steady Climb, 1, +0.19, +13.56, 65.5, 27.41, -0.0010, 0.11, [2, 2, 0], 2.24
2020-10-19, Trend Pullback, 2, -3.04, +14.07, 59.8, 29.18, -0.0038, 0.10, [0, 1, 0], 1.00
2020-10-20, Trend Pullback, 2, -1.96, +12.92, 58.8, 29.35, -0.0051, 0.10, [1, 1, 0], 2.00
2020-10-21, Trend Pullback, 2, -1.52, +12.33, 56.1, 28.65, -0.0043, 0.09, [1, 1, 0], 2.00
2020-10-22, Trend Pullback, 2, -0.86, +10.19, 62.2, 28.11, -0.0039, 0.08, [1, 1, 0], 2.00
2020-10-23, Trend Pullback, 2, -0.53, +8.16, 57.4, 27.55, -0.0015, 0.07, [1, 1, 0], 2.00
2020-10-26, Trend Pullback, 2, -0.76, +6.81, 55.0, 32.46, 0.0026, 0.07, [1, 1, 0], 2.00
2020-10-27, Trend Pullback, 2, -1.52, +5.13, 45.9, 33.35, -0.0016, 0.06, [1, 0, 0], 2.24
2020-10-28, Orderly Decline, 3, -4.79, +2.98, 30.2, 40.28, -0.0043, 0.07, [0, -2, 0], 2.45
2020-10-29, Sharp Decline, 4, -4.15, -0.54, 31.5, 37.59, -0.0133, 0.08, [-4, -2, 0], 2.24
2020-10-30, Sharp Decline, 4, -5.64, -3.07, 19.7, 38.02, -0.0135, 0.09, [-4, -2, 0], 2.24
2020-11-02, Sharp Decline, 4, -2.67, -6.59, 27.8, 37.13, -0.0103, 0.09, [-4, -2, 0], 2.24
2020-11-03, Orderly Decline, 3, -0.63, -8.46, 37.8, 35.55, -0.0048, 0.09, [-3, -2, 0], 1.73
2020-11-04, Trend Pullback, 2, +5.27, -10.10, 46.4, 29.57, 0.0057, 0.09, [0, 0, 0], 1.41
