Date,Open_NYAD,High_NYAD,Low_NYAD,Close_NYAD,Volume_NYAD,Open_NYMO,High_NYMO,Low_NYMO,Close_NYMO,Volume_NYMO
2018-12-27,1389.80005,1389.80005,1389.80005,1389.80005,0.0,-205.729996,-205.729996,-205.729996,-205.729996,0.0
2018-12-28,1397.04004,1397.04004,1397.04004,1397.04004,0.0,-79.2799988,-79.2799988,-79.2799988,-79.2799988,0.0
2018-12-31,1405.96997,1405.96997,1405.96997,1405.96997,0.0,13.2799997,13.2799997,13.2799997,13.2799997,0.0
2019-01-02,,,,,,44.6800003,44.6800003,44.6800003,44.6800003,0.0
2019-01-03,1400.27002,1400.27002,1400.27002,1400.27002,0.0,28.1800003,28.1800003,28.1800003,28.1800003,0.0
2019-01-04,1416.87,1416.87,1416.87,1416.87,0.0,167.619995,167.619995,167.619995,167.619995,0.0
2019-01-07,1428.56006,1428.56006,1428.56006,1428.56006,0.0,248.720001,248.720001,248.720001,248.720001,0.0
2019-01-08,1440.87,1440.87,1440.87,1440.87,0.0,310.790009,310.790009,310.790009,310.790009,0.0
2019-01-09,1448.97998,1448.97998,1448.97998,1448.97998,0.0,333.160004,333.160004,333.160004,333.160004,0.0
2019-01-10,1454.82996,1454.82996,1454.82996,1454.82996,0.0,332.029999,332.029999,332.029999,332.029999,0.0
2019-01-11,1456.78003,1456.78003,1456.78003,1456.78003,0.0,311.209991,311.209991,311.209991,311.209991,0.0
2019-01-14,1450.19995,1450.19995,1450.19995,1450.19995,0.0,229.889999,229.889999,229.889999,229.889999,0.0
2019-01-15,1456.16003,1456.16003,1456.16003,1456.16003,0.0,246.860001,246.860001,246.860001,246.860001,0.0
2019-01-16,1462.37,1462.37,1462.37,1462.37,0.0,254.339996,254.339996,254.339996,254.339996,0.0
2019-01-17,1471.32996,1471.32996,1471.32996,1471.32996,0.0,284.420013,284.420013,284.420013,284.420013,0.0
2019-01-18,1481.47998,1481.47998,1481.47998,1481.47998,0.0,320.130005,320.130005,320.130005,320.130005,0.0
2019-01-22,,,,,,238.320007,238.320007,238.320007,238.320007,0.0
2019-01-23,1482.05005,1482.05005,1482.05005,1482.05005,0.0,200.690002,200.690002,200.690002,200.690002,0.0
2019-01-24,1488.14001,1488.14001,1488.14001,1488.14001,0.0,222.559998,222.559998,222.559998,222.559998,0.0
